timestamp,service,host,cpu_percent,memory_percent,disk_io_mb_s,nfs_latency_ms,error_rate_percent
2026-03-01 04:10:00,eda-simulation-engine,compute-node-02,48.93,69.63,131.87,9.25,0.63
2026-03-01 04:20:00,eda-simulation-engine,compute-node-01,54.94,61.41,121.14,6.65,0.7
2026-03-01 04:20:00,eda-simulation-engine,compute-node-02,54.26,61.7,115.18,8.83,0.39
2026-03-01 04:30:00,eda-simulation-engine,compute-node-01,50.89,65.97,123.67,6.99,0.41
2026-03-01 04:30:00,eda-simulation-engine,compute-node-02,56.16,59.21,98.89,6.56,0.46
2026-03-01 04:40:00,eda-simulation-engine,compute-node-01,56.55,70.9,132.86,7.68,0.5
2026-03-01 04:40:00,eda-simulation-engine,compute-node-02,49.99,64.93,115.67,8.65,0.33
2026-03-01 04:50:00,eda-simulation-engine,compute-node-01,57.6,71.13,118.37,8.8,0.64
2026-03-01 04:50:00,eda-simulation-engine,compute-node-02,52.99,65.9,120.19,8.2,0.35
2026-03-01 05:00:00,eda-simulation-engine,compute-node-01,55.12,66.99,141.77,9.92,0.93
2026-03-01 05:00:00,eda-simulation-engine,compute-node-02,51.16,68.49,122.75,12.38,0.34
2026-03-01 05:10:00,eda-simulation-engine,compute-node-01,50.8,62.6,88.14,6.95,0.35
2026-03-01 05:10:00,eda-simulation-engine,compute-node-02,55.75,66.37,148.14,9.9,0.38
2026-03-01 05:20:00,eda-simulation-engine,compute-node-01,50.51,66.97,100.2,11.66,0.74
2026-03-01 05:20:00,eda-simulation-engine,compute-node-02,52.65,58.15,140.31,7.77,0.75
2026-03-01 05:30:00,eda-simulation-engine,compute-node-01,47.03,62.6,120.08,8.09,0.41
2026-03-01 05:30:00,eda-simulation-engine,compute-node-02,58.11,60.73,117.86,8.24,0.6
2026-03-01 05:40:00,eda-simulation-engine,compute-node-01,58.56,60.5,96.99,10.56,0.57
2026-03-01 05:40:00,eda-simulation-engine,compute-node-02,51.26,71.2,121.74,10.36,0.51
2026-03-01 05:50:00,eda-simulation-engine,compute-node-01,65.3,72.02,116.27,9.94,0.63
2026-03-01 05:50:00,eda-simulation-engine,compute-node-02,61.84,61.14,130.29,10.12,0.15
2026-03-01 06:00:00,eda-simulation-engine,compute-node-01,49.08,56.84,115.96,9.44,0.8
2026-03-01 06:00:00,eda-simulation-engine,compute-node-02,55.37,71.51,99.3,4.59,0.49
2026-03-01 06:10:00,eda-simulation-engine,compute-node-01,56.92,64.87,88.99,7.82,0.24
2026-03-01 06:10:00,eda-simulation-engine,compute-node-02,58.35,66.47,105.9,6.97,0.29
2026-03-01 06:20:00,eda-simulation-engine,compute-node-01,54.69,68.82,105.21,9.01,0.39
2026-03-01 06:20:00,eda-simulation-engine,compute-node-02,51.04,64.57,104.47,6.89,0.26
2026-03-01 06:30:00,eda-simulation-engine,compute-node-01,64.82,65.14,109.5,8.43,0.48
2026-03-01 06:30:00,eda-simulation-engine,compute-node-02,53.9,67.46,131.36,6.94,0.38
2026-03-01 06:40:00,eda-simulation-engine,compute-node-01,53.62,55.79,97.27,10.73,0.83
2026-03-01 06:40:00,eda-simulation-engine,compute-node-02,53.75,67.31,124.67,14.16,0.72
2026-03-01 06:50:00,eda-simulation-engine,compute-node-01,54.36,61.18,95.9,8.41,0.35
2026-03-01 06:50:00,eda-simulation-engine,compute-node-02,47.89,62.41,103.78,11.37,0.68
2026-03-01 07:00:00,eda-simulation-engine,compute-node-01,54.96,70.92,121.16,6.28,0.8
2026-03-01 07:00:00,eda-simulation-engine,compute-node-02,57.69,60.85,117.14,6.25,0.22
2026-03-01 07:10:00,eda-simulation-engine,compute-node-01,59.63,72.64,99.02,9.13,0.37
2026-03-01 07:10:00,eda-simulation-engine,compute-node-02,52.56,62.63,107.04,8.1,0.33
2026-03-01 07:20:00,eda-simulation-engine,compute-node-01,56.35,64.8,116.42,6.18,0.38
2026-03-01 07:20:00,eda-simulation-engine,compute-node-02,58.78,67.0,105.34,8.2,0.65
2026-03-01 07:30:00,eda-simulation-engine,compute-node-01,46.65,67.17,110.06,9.14,0.35
2026-03-01 07:30:00,eda-simulation-engine,compute-node-02,45.98,58.49,120.72,8.52,0.32
2026-03-01 07:40:00,eda-simulation-engine,compute-node-01,58.19,58.35,119.01,5.58,0.37
2026-03-01 07:40:00,eda-simulation-engine,compute-node-02,55.24,61.56,114.23,10.01,0.38
2026-03-01 07:50:00,eda-simulation-engine,compute-node-01,59.18,60.48,127.95,10.88,0.01
2026-03-01 07:50:00,eda-simulation-engine,compute-node-02,51.02,67.31,116.95,8.74,0.38
2026-03-01 08:00:00,eda-simulation-engine,compute-node-01,55.43,64.38,137.52,8.51,0.57
2026-03-01 08:00:00,eda-simulation-engine,compute-node-02,52.94,63.05,113.51,8.79,0.42
2026-03-01 08:10:00,eda-simulation-engine,compute-node-01,56.45,73.3,133.07,7.35,0.74
2026-03-01 08:10:00,eda-simulation-engine,compute-node-02,52.96,56.85,104.88,4.26,0.43
2026-03-01 08:20:00,eda-simulation-engine,compute-node-01,55.09,71.71,124.9,7.56,0.67
2026-03-01 08:20:00,eda-simulation-engine,compute-node-02,43.94,65.94,131.56,5.04,0.73
2026-03-01 08:30:00,eda-simulation-engine,compute-node-01,56.69,63.34,129.49,12.54,0.54
2026-03-01 08:30:00,eda-simulation-engine,compute-node-02,56.24,63.16,107.25,9.66,0.33
2026-03-01 08:40:00,eda-simulation-engine,compute-node-01,55.36,63.09,127.18,8.67,0.71
2026-03-01 08:40:00,eda-simulation-engine,compute-node-02,52.45,63.92,105.32,7.11,0.58
2026-03-01 08:50:00,eda-simulation-engine,compute-node-01,58.78,61.31,133.04,10.71,0.58
2026-03-01 08:50:00,eda-simulation-engine,compute-node-02,64.38,61.9,101.33,4.44,0.8
2026-03-01 09:00:00,eda-simulation-engine,compute-node-01,58.27,64.78,124.2,5.75,0.99
2026-03-01 09:00:00,eda-simulation-engine,compute-node-02,55.65,65.44,130.89,8.96,0.54
2026-03-01 09:10:00,eda-simulation-engine,compute-node-01,51.05,66.89,148.23,10.69,0.82
2026-03-01 09:10:00,eda-simulation-engine,compute-node-02,52.44,61.04,118.11,8.11,0.72
2026-03-01 09:20:00,eda-simulation-engine,compute-node-01,46.54,71.12,117.63,7.15,0.3
2026-03-01 09:20:00,eda-simulation-engine,compute-node-02,46.73,68.29,121.1,5.42,0.24
2026-03-01 09:30:00,eda-simulation-engine,compute-node-01,53.32,71.68,116.11,4.99,0.45
2026-03-01 09:30:00,eda-simulation-engine,compute-node-02,53.64,54.21,119.19,7.54,0.64
2026-03-01 09:40:00,eda-simulation-engine,compute-node-01,64.24,69.51,115.97,5.79,1.01
2026-03-01 09:40:00,eda-simulation-engine,compute-node-02,55.3,65.06,119.64,8.4,0.47
2026-03-01 09:50:00,eda-simulation-engine,compute-node-01,52.13,62.81,119.51,6.91,0.36
2026-03-01 09:50:00,eda-simulation-engine,compute-node-02,55.53,63.98,142.56,2.7,0.72
2026-03-01 10:00:00,eda-simulation-engine,compute-node-01,61.23,56.71,114.86,7.26,0.22
2026-03-01 10:00:00,eda-simulation-engine,compute-node-02,51.11,60.56,146.28,9.87,0.75
2026-03-01 10:10:00,eda-simulation-engine,compute-node-01,58.61,60.48,112.13,8.98,0.26
2026-03-01 10:10:00,eda-simulation-engine,compute-node-02,58.56,64.04,114.38,9.42,0.59
2026-03-01 10:20:00,eda-simulation-engine,compute-node-01,53.2,69.64,103.78,9.23,0.62
2026-03-01 10:20:00,eda-simulation-engine,compute-node-02,53.45,66.3,101.23,9.85,0.46
2026-03-01 10:30:00,eda-simulation-engine,compute-node-01,52.39,69.2,109.43,5.18,0.19
2026-03-01 10:30:00,eda-simulation-engine,compute-node-02,58.03,59.88,146.32,3.84,0.84
2026-03-01 10:40:00,eda-simulation-engine,compute-node-01,56.06,64.61,111.83,8.8,0.49
2026-03-01 10:40:00,eda-simulation-engine,compute-node-02,60.52,65.46,122.25,7.27,0.49
2026-03-01 10:50:00,eda-simulation-engine,compute-node-01,56.54,58.16,99.78,9.49,0.53
2026-03-01 10:50:00,eda-simulation-engine,compute-node-02,54.08,65.07,125.21,6.92,0.34
2026-03-01 11:00:00,eda-simulation-engine,compute-node-01,55.98,61.09,126.12,4.59,0.71
2026-03-01 11:00:00,eda-simulation-engine,compute-node-02,57.36,66.02,134.74,11.33,0.7
2026-03-01 11:10:00,eda-simulation-engine,compute-node-01,45.8,59.88,110.63,8.05,0.6
2026-03-01 11:10:00,eda-simulation-engine,compute-node-02,51.37,65.75,108.67,6.78,0.22
2026-03-01 11:20:00,eda-simulation-engine,compute-node-01,50.38,59.59,105.36,10.11,0.31
2026-03-01 11:20:00,eda-simulation-engine,compute-node-02,68.16,66.97,122.77,6.28,0.64
2026-03-01 11:30:00,eda-simulation-engine,compute-node-01,52.12,65.49,158.4,7.81,0.73
2026-03-01 11:30:00,eda-simulation-engine,compute-node-02,51.48,64.86,146.56,6.75,0.86
2026-03-01 11:40:00,eda-simulation-engine,compute-node-01,58.54,62.75,129.49,9.95,0.62
2026-03-01 11:40:00,eda-simulation-engine,compute-node-02,47.15,62.09,116.29,7.85,0.62
2026-03-01 11:50:00,eda-simulation-engine,compute-node-01,55.89,59.66,125.7,9.22,0.61
2026-03-01 11:50:00,eda-simulation-engine,compute-node-02,60.4,68.34,126.89,7.86,0.17
2026-03-01 12:00:00,eda-simulation-engine,compute-node-01,57.15,65.83,124.07,5.45,0.28
2026-03-01 12:00:00,eda-simulation-engine,compute-node-02,60.27,64.84,130.22,8.06,0.51
2026-03-01 12:10:00,eda-simulation-engine,compute-node-01,59.69,62.94,121.44,7.08,0.41
2026-03-01 12:10:00,eda-simulation-engine,compute-node-02,53.45,65.89,112.82,10.51,0.32
2026-03-01 12:20:00,eda-simulation-engine,compute-node-01,54.07,63.24,141.7,8.39,0.71
2026-03-01 12:20:00,eda-simulation-engine,compute-node-02,47.57,66.07,133.34,8.16,0.71
2026-03-01 12:30:00,eda-simulation-engine,compute-node-01,52.41,70.64,154.48,7.27,0.41
2026-03-01 12:30:00,eda-simulation-engine,compute-node-02,62.27,71.32,112.16,7.16,0.44
2026-03-01 12:40:00,eda-simulation-engine,compute-node-01,48.28,61.33,104.94,6.46,0.49
2026-03-01 12:40:00,eda-simulation-engine,compute-node-02,56.17,71.2,105.02,9.97,0.46
2026-03-01 12:50:00,eda-simulation-engine,compute-node-01,54.75,67.7,103.16,8.76,0.53
2026-03-01 12:50:00,eda-simulation-engine,compute-node-02,57.46,66.16,156.83,6.72,0.39
2026-03-01 13:00:00,eda-simulation-engine,compute-node-01,51.88,62.78,110.44,10.38,0.78
2026-03-01 13:00:00,eda-simulation-engine,compute-node-02,52.15,61.67,127.07,6.9,0.63
2026-03-01 13:10:00,eda-simulation-engine,compute-node-01,56.01,58.94,143.21,11.59,0.38
2026-03-01 13:10:00,eda-simulation-engine,compute-node-02,53.06,66.14,125.02,9.32,0.9
2026-03-01 13:20:00,eda-simulation-engine,compute-node-01,54.12,61.81,99.31,6.54,0.49
2026-03-01 13:20:00,eda-simulation-engine,compute-node-02,63.97,62.93,123.36,7.97,0.74
2026-03-01 13:30:00,eda-simulation-engine,compute-node-01,67.63,62.88,112.66,10.09,0.64
2026-03-01 13:30:00,eda-simulation-engine,compute-node-02,64.23,67.34,114.61,9.18,0.72
2026-03-01 13:40:00,eda-simulation-engine,compute-node-01,59.1,67.03,136.0,10.34,0.78
2026-03-01 13:40:00,eda-simulation-engine,compute-node-02,58.24,64.33,122.2,10.41,0.34
2026-03-01 13:50:00,eda-simulation-engine,compute-node-01,56.84,63.43,120.43,10.56,0.54
2026-03-01 13:50:00,eda-simulation-engine,compute-node-02,55.23,59.56,131.19,9.29,0.93
2026-03-01 14:00:00,eda-simulation-engine,compute-node-01,53.46,65.88,123.74,11.15,0.48
2026-03-01 14:00:00,eda-simulation-engine,compute-node-02,56.4,67.43,122.8,7.11,0.54
2026-03-01 14:10:00,eda-simulation-engine,compute-node-01,60.37,60.89,121.99,6.6,0.74
2026-03-01 14:10:00,eda-simulation-engine,compute-node-02,47.38,62.76,125.66,11.13,0.49
2026-03-01 14:20:00,eda-simulation-engine,compute-node-01,52.22,72.52,98.28,3.6,0.59
2026-03-01 14:20:00,eda-simulation-engine,compute-node-02,52.49,60.92,130.63,8.49,0.39
2026-03-01 14:30:00,eda-simulation-engine,compute-node-01,48.6,68.49,129.75,7.8,0.87
2026-03-01 14:30:00,eda-simulation-engine,compute-node-02,49.65,58.9,109.62,7.91,0.55
2026-03-01 14:40:00,eda-simulation-engine,compute-node-01,53.79,66.41,101.23,10.89,0.48
2026-03-01 14:40:00,eda-simulation-engine,compute-node-02,60.59,66.37,126.85,9.14,0.59
2026-03-01 14:50:00,eda-simulation-engine,compute-node-01,58.21,70.32,122.95,9.42,0.48
2026-03-01 14:50:00,eda-simulation-engine,compute-node-02,62.2,62.29,147.01,7.92,0.21
2026-03-01 15:00:00,eda-simulation-engine,compute-node-01,55.64,62.28,132.61,6.69,0.41
2026-03-01 15:00:00,eda-simulation-engine,compute-node-02,45.55,63.19,83.64,4.83,0.65
2026-03-01 15:10:00,eda-simulation-engine,compute-node-01,58.93,66.7,105.5,7.9,0.5
2026-03-01 15:10:00,eda-simulation-engine,compute-node-02,49.21,71.01,133.16,7.56,0.51
2026-03-01 15:20:00,eda-simulation-engine,compute-node-01,56.04,56.83,116.29,6.64,0.3
2026-03-01 15:20:00,eda-simulation-engine,compute-node-02,53.59,72.19,129.61,6.86,0.61
2026-03-01 15:30:00,eda-simulation-engine,compute-node-01,62.0,68.7,120.89,6.71,0.64
2026-03-01 15:30:00,eda-simulation-engine,compute-node-02,56.97,68.58,129.53,10.1,0.39
2026-03-01 15:40:00,eda-simulation-engine,compute-node-01,61.59,65.79,151.13,6.62,0.85
2026-03-01 15:40:00,eda-simulation-engine,compute-node-02,55.99,62.39,112.74,7.36,0.58
2026-03-01 15:50:00,eda-simulation-engine,compute-node-01,57.61,62.71,119.63,12.28,0.85
2026-03-01 15:50:00,eda-simulation-engine,compute-node-02,57.18,65.15,121.8,9.23,0.3
2026-03-01 16:00:00,eda-simulation-engine,compute-node-01,53.71,58.33,125.99,9.29,0.4
2026-03-01 16:00:00,eda-simulation-engine,compute-node-02,62.87,60.1,98.03,8.45,0.71
2026-03-01 16:10:00,eda-simulation-engine,compute-node-01,63.42,63.16,136.18,7.92,0.47
2026-03-01 16:10:00,eda-simulation-engine,compute-node-02,59.42,67.61,96.35,10.95,0.78
2026-03-01 16:20:00,eda-simulation-engine,compute-node-01,51.87,66.58,127.41,8.52,0.39
2026-03-01 16:20:00,eda-simulation-engine,compute-node-02,51.64,64.9,137.59,9.09,0.43
2026-03-01 16:30:00,eda-simulation-engine,compute-node-01,58.86,53.61,137.23,4.52,0.43
2026-03-01 16:30:00,eda-simulation-engine,compute-node-02,49.4,59.82,137.41,7.06,0.57
2026-03-01 16:40:00,eda-simulation-engine,compute-node-01,54.77,66.91,121.15,5.43,0.7
2026-03-01 16:40:00,eda-simulation-engine,compute-node-02,52.53,58.77,113.58,11.0,0.67
2026-03-01 16:50:00,eda-simulation-engine,compute-node-01,53.26,63.6,115.18,12.15,0.58
2026-03-01 16:50:00,eda-simulation-engine,compute-node-02,57.15,69.12,123.58,7.48,0.46
2026-03-01 17:00:00,eda-simulation-engine,compute-node-01,54.64,64.85,130.91,8.1,0.65
2026-03-01 17:00:00,eda-simulation-engine,compute-node-02,54.6,65.31,90.03,9.83,0.57
2026-03-01 17:10:00,eda-simulation-engine,compute-node-01,59.99,53.41,151.33,7.72,0.72
2026-03-01 17:10:00,eda-simulation-engine,compute-node-02,49.8,67.45,104.2,6.75,0.88
2026-03-01 17:20:00,eda-simulation-engine,compute-node-01,54.05,65.87,133.05,8.99,0.53
2026-03-01 17:20:00,eda-simulation-engine,compute-node-02,56.82,74.61,119.14,8.4,0.71
2026-03-01 17:30:00,eda-simulation-engine,compute-node-01,60.53,69.75,129.58,5.71,0.83
2026-03-01 17:30:00,eda-simulation-engine,compute-node-02,49.27,66.21,108.69,7.87,0.57
2026-03-01 17:40:00,eda-simulation-engine,compute-node-01,56.61,66.69,144.21,8.91,0.45
2026-03-01 17:40:00,eda-simulation-engine,compute-node-02,59.82,69.76,101.59,9.19,0.64
2026-03-01 17:50:00,eda-simulation-engine,compute-node-01,53.51,70.5,117.75,8.25,0.47
2026-03-01 17:50:00,eda-simulation-engine,compute-node-02,55.08,60.61,98.4,11.19,0.33
2026-03-01 18:00:00,eda-simulation-engine,compute-node-01,50.04,56.39,110.42,5.35,0.83
2026-03-01 18:00:00,eda-simulation-engine,compute-node-02,60.05,62.25,153.79,9.96,0.44
2026-03-01 18:10:00,eda-simulation-engine,compute-node-01,42.5,74.16,99.16,4.71,0.7
2026-03-01 18:10:00,eda-simulation-engine,compute-node-02,67.2,70.54,128.46,9.19,0.67
2026-03-01 18:20:00,eda-simulation-engine,compute-node-01,58.79,66.12,121.56,7.87,0.35
2026-03-01 18:20:00,eda-simulation-engine,compute-node-02,53.6,58.23,118.52,6.02,0.28
2026-03-01 18:30:00,eda-simulation-engine,compute-node-01,55.9,70.57,133.77,4.86,0.3
2026-03-01 18:30:00,eda-simulation-engine,compute-node-02,59.7,61.07,116.63,9.1,0.31
2026-03-01 18:40:00,eda-simulation-engine,compute-node-01,55.53,59.66,110.98,8.64,0.18
2026-03-01 18:40:00,eda-simulation-engine,compute-node-02,57.2,64.92,128.29,8.45,0.77
2026-03-01 18:50:00,eda-simulation-engine,compute-node-01,55.63,63.28,121.83,9.09,0.51
2026-03-01 18:50:00,eda-simulation-engine,compute-node-02,55.2,62.19,110.06,5.19,0.85
2026-03-01 19:00:00,eda-simulation-engine,compute-node-01,48.78,62.23,109.22,9.79,0.44
2026-03-01 19:00:00,eda-simulation-engine,compute-node-02,61.24,62.31,124.18,6.33,0.93
2026-03-01 19:10:00,eda-simulation-engine,compute-node-01,49.06,66.24,129.51,8.83,0.46
2026-03-01 19:10:00,eda-simulation-engine,compute-node-02,54.35,65.18,117.79,9.93,0.94
2026-03-01 19:20:00,eda-simulation-engine,compute-node-01,52.21,59.52,118.68,13.16,0.34
2026-03-01 19:20:00,eda-simulation-engine,compute-node-02,63.2,71.71,111.7,9.14,0.83
2026-03-01 19:30:00,eda-simulation-engine,compute-node-01,53.1,64.19,111.27,5.97,0.37
2026-03-01 19:30:00,eda-simulation-engine,compute-node-02,48.88,65.14,108.45,8.47,0.19
2026-03-01 19:40:00,eda-simulation-engine,compute-node-01,56.65,68.33,90.09,8.75,0.75
2026-03-01 19:40:00,eda-simulation-engine,compute-node-02,48.95,71.69,126.29,6.59,0.49
2026-03-01 19:50:00,eda-simulation-engine,compute-node-01,57.79,65.3,128.08,6.16,0.53
2026-03-01 19:50:00,eda-simulation-engine,compute-node-02,47.93,64.56,106.44,6.53,0.75
2026-03-01 20:00:00,eda-simulation-engine,compute-node-01,60.46,67.44,103.62,7.37,0.74
2026-03-01 20:00:00,eda-simulation-engine,compute-node-02,55.71,74.28,125.9,8.38,0.44
2026-03-01 20:10:00,eda-simulation-engine,compute-node-01,55.67,64.39,130.62,9.91,0.34
2026-03-01 20:10:00,eda-simulation-engine,compute-node-02,48.34,57.66,127.62,5.79,0.07
2026-03-01 20:20:00,eda-simulation-engine,compute-node-01,56.94,74.97,119.91,9.68,0.52
2026-03-01 20:20:00,eda-simulation-engine,compute-node-02,54.51,68.68,115.65,8.53,0.56
2026-03-01 20:30:00,eda-simulation-engine,compute-node-01,51.66,68.97,117.38,6.49,0.61
2026-03-01 20:30:00,eda-simulation-engine,compute-node-02,50.51,65.11,119.86,10.17,0.59
2026-03-01 20:40:00,eda-simulation-engine,compute-node-01,54.87,68.27,140.85,9.12,0.5
2026-03-01 20:40:00,eda-simulation-engine,compute-node-02,48.44,60.74,115.42,6.78,0.46
2026-03-01 20:50:00,eda-simulation-engine,compute-node-01,55.28,67.12,118.94,8.97,0.51
2026-03-01 20:50:00,eda-simulation-engine,compute-node-02,45.12,61.24,117.84,5.58,0.62
2026-03-01 21:00:00,eda-simulation-engine,compute-node-01,62.65,69.88,116.8,10.98,0.53
2026-03-01 21:00:00,eda-simulation-engine,compute-node-02,53.31,62.55,115.46,7.22,0.53
2026-03-01 21:10:00,eda-simulation-engine,compute-node-01,55.8,65.01,126.55,10.38,0.69
2026-03-01 21:10:00,eda-simulation-engine,compute-node-02,47.58,54.78,134.01,5.27,0.46
2026-03-01 21:20:00,eda-simulation-engine,compute-node-01,49.15,57.79,128.12,9.52,0.38
2026-03-01 21:20:00,eda-simulation-engine,compute-node-02,42.04,62.82,125.88,5.04,0.54
2026-03-01 21:30:00,eda-simulation-engine,compute-node-01,54.92,67.32,121.79,6.05,0.74
2026-03-01 21:30:00,eda-simulation-engine,compute-node-02,54.21,64.89,106.0,7.11,0.32
2026-03-01 21:40:00,eda-simulation-engine,compute-node-01,54.14,71.85,99.42,4.77,0.79
2026-03-01 21:40:00,eda-simulation-engine,compute-node-02,53.95,62.32,135.6,6.79,0.87
2026-03-01 21:50:00,eda-simulation-engine,compute-node-01,58.39,63.05,152.36,6.79,0.65
2026-03-01 21:50:00,eda-simulation-engine,compute-node-02,56.5,70.21,143.42,8.06,0.35
2026-03-01 22:00:00,eda-simulation-engine,compute-node-01,57.3,62.29,150.2,8.27,0.43
2026-03-01 22:00:00,eda-simulation-engine,compute-node-02,55.92,59.61,105.43,10.4,0.37
2026-03-01 22:10:00,eda-simulation-engine,compute-node-01,49.77,67.15,137.79,9.44,0.7
2026-03-01 22:10:00,eda-simulation-engine,compute-node-02,51.22,59.31,142.52,7.35,0.45
2026-03-01 22:20:00,eda-simulation-engine,compute-node-01,61.64,67.22,126.84,12.33,0.37
2026-03-01 22:20:00,eda-simulation-engine,compute-node-02,59.64,65.23,124.03,11.06,0.6
2026-03-01 22:30:00,eda-simulation-engine,compute-node-01,57.69,69.29,114.53,6.32,0.29
2026-03-01 22:30:00,eda-simulation-engine,compute-node-02,45.17,73.22,103.45,7.56,0.44
2026-03-01 22:40:00,eda-simulation-engine,compute-node-01,56.54,68.26,132.91,6.83,0.47
2026-03-01 22:40:00,eda-simulation-engine,compute-node-02,56.41,64.01,144.11,8.98,0.65
2026-03-01 22:50:00,eda-simulation-engine,compute-node-01,58.31,69.69,122.72,5.41,0.58
2026-03-01 22:50:00,eda-simulation-engine,compute-node-02,51.74,62.89,128.8,10.48,0.5
2026-03-01 23:00:00,eda-simulation-engine,compute-node-01,56.54,71.81,123.61,13.2,0.61
